代码,简称,日期,开盘价(元),收盘价(元),成交金额(元)
600004.SH,白云机场,2009-12-11,8.1357,8.0172,193003646
600004.SH,白云机场,2009-12-14,8.0251,8.1831,223677214
600004.SH,白云机场,2009-12-15,8.2778,8.0883,145085837
600004.SH,白云机场,2009-12-16,8.1041,7.9935,131559102
600004.SH,白云机场,2009-12-17,7.9935,7.6775,103935161
600004.SH,白云机场,2009-12-18,7.6775,7.6064,79612110
600004.SH,白云机场,2009-12-21,7.6301,7.7565,80967192
600004.SH,白云机场,2009-12-22,7.7407,7.4959,68655662
600004.SH,白云机场,2009-12-23,7.488,7.6064,41462336
600004.SH,白云机场,2009-12-24,7.6064,7.8118,80247479
600004.SH,白云机场,2009-12-25,7.7802,7.7407,48027394
600004.SH,白云机场,2009-12-28,7.7407,7.8434,56744079
600004.SH,白云机场,2009-12-29,7.8513,7.9066,79206174
600004.SH,白云机场,2009-12-30,7.9303,8.0251,117460108
600004.SH,白云机场,2009-12-31,8.0172,8.0172,181892708
600004.SH,白云机场,2010-01-04,8.0172,8.0172,157747809
600004.SH,白云机场,2010-01-05,8.0172,8.0488,112683563
600004.SH,白云机场,2010-01-06,8.033,7.9303,95205863
600004.SH,白云机场,2010-01-07,7.8987,7.7249,88611912
600004.SH,白云机场,2010-01-08,7.6854,8.0409,149969456
600004.SH,白云机场,2010-01-11,8.1041,8.2067,221095349
600004.SH,白云机场,2010-01-12,8.1594,8.262,133964253
600004.SH,白云机场,2010-01-13,8.1041,8.1436,149155601
600004.SH,白云机场,2010-01-14,8.1357,8.4358,196244561
600004.SH,白云机场,2010-01-15,8.4279,8.3726,106958605
600004.SH,白云机场,2010-01-18,8.3726,8.657,208241848
600004.SH,白云机场,2010-01-19,8.6096,8.7676,224091042
600004.SH,白云机场,2010-01-20,8.7834,8.6807,218072462
600004.SH,白云机场,2010-01-21,8.886,8.5622,215431588
600004.SH,白云机场,2010-01-22,8.6096,8.7518,454945617
600004.SH,白云机场,2010-01-25,8.7755,8.3805,219784238
600004.SH,白云机场,2010-01-26,8.3805,8.2067,151123512
600004.SH,白云机场,2010-01-27,8.2146,8.1199,80360216
600004.SH,白云机场,2010-01-28,8.1199,8.4595,165734777
600004.SH,白云机场,2010-01-29,8.3726,8.4595,126922329
600004.SH,白云机场,2010-02-01,8.42,8.6491,172469995
600004.SH,白云机场,2010-02-02,8.657,8.4911,107021346
600004.SH,白云机场,2010-02-03,8.499,8.7992,174569531
600004.SH,白云机场,2010-02-04,8.7676,8.9413,288383471
600004.SH,白云机场,2010-02-05,8.7518,8.6491,185250901
600004.SH,白云机场,2010-02-08,8.6491,8.6017,82717745
600004.SH,白云机场,2010-02-09,8.6096,8.8544,154976283
600004.SH,白云机场,2010-02-10,8.9176,8.9255,168129830
600004.SH,白云机场,2010-02-11,8.9571,8.7439,126439468
600004.SH,白云机场,2010-02-12,8.7755,8.807,70345034
600004.SH,白云机场,2010-02-22,8.7597,8.9571,187864462
600004.SH,白云机场,2010-02-23,8.965,9.044,148053122
600004.SH,白云机场,2010-02-24,8.9887,9.1072,125611170
600004.SH,白云机场,2010-02-25,9.1072,9.1388,172837152
600004.SH,白云机场,2010-02-26,9.1546,9.3047,217653858
600004.SH,白云机场,2010-03-01,9.3126,9.589,268141124
600004.SH,白云机场,2010-03-02,9.5811,9.4784,171679495
600004.SH,白云机场,2010-03-03,9.4784,9.6206,162105173
600004.SH,白云机场,2010-03-04,9.7233,9.3284,186334043
600004.SH,白云机场,2010-03-05,9.3837,9.3916,130184402
600004.SH,白云机场,2010-03-08,9.431,9.4389,108920712
600004.SH,白云机场,2010-03-09,9.4231,9.2415,109759190
600004.SH,白云机场,2010-03-10,9.2415,9.2099,120534303
600004.SH,白云机场,2010-03-11,9.202,9.1546,131654211
600004.SH,白云机场,2010-03-12,9.2099,8.9808,114156887
600004.SH,白云机场,2010-03-15,8.9966,9.0598,93375013
600004.SH,白云机场,2010-03-16,9.0835,9.1941,133682716
600004.SH,白云机场,2010-03-17,9.2573,9.3521,139805130
600004.SH,白云机场,2010-03-18,9.3837,9.3047,99827814
600004.SH,白云机场,2010-03-19,9.2968,9.3521,86028367
600004.SH,白云机场,2010-03-22,9.3995,9.3047,92906848
600004.SH,白云机场,2010-03-23,9.2889,9.2257,81197623
600004.SH,白云机场,2010-03-24,9.2257,9.1783,74234238
600004.SH,白云机场,2010-03-25,9.123,8.886,110215750
600004.SH,白云机场,2010-03-26,8.8623,9.0361,60376326
600004.SH,白云机场,2010-03-29,9.0835,9.1783,107848556
600004.SH,白云机场,2010-03-30,9.1625,9.1072,92080949
600004.SH,白云机场,2010-03-31,9.0835,8.9887,98700353
600004.SH,白云机场,2010-04-01,8.9729,9.0993,94817702
600004.SH,白云机场,2010-04-02,9.0835,9.2257,107719419
600004.SH,白云机场,2010-04-06,9.2336,9.281,100016115
600004.SH,白云机场,2010-04-07,9.2652,9.1862,71067782
600004.SH,白云机场,2010-04-08,9.1783,9.0361,74468569
600004.SH,白云机场,2010-04-09,9.0677,9.1625,64170780
600004.SH,白云机场,2010-04-12,9.1625,9.4152,196785719
600004.SH,白云机场,2010-04-13,9.4389,9.4074,184152118
600004.SH,白云机场,2010-04-14,9.4389,9.6759,256187622
600004.SH,白云机场,2010-04-15,9.6759,9.5811,141875130
600004.SH,白云机场,2010-04-16,9.5811,9.3916,105786910
600004.SH,白云机场,2010-04-19,9.2494,8.9097,152148278
600004.SH,白云机场,2010-04-20,8.8939,8.7676,130550106
600004.SH,白云机场,2010-04-21,8.7676,8.9255,152264835
600004.SH,白云机场,2010-04-22,8.886,8.7597,126014268
600004.SH,白云机场,2010-04-23,8.6965,8.7044,78062202
600004.SH,白云机场,2010-04-26,8.736,8.8149,70147614
600004.SH,白云机场,2010-04-27,8.8149,8.4753,101853544
600004.SH,白云机场,2010-04-28,8.3805,8.3173,63085511
600004.SH,白云机场,2010-04-29,8.3568,8.2383,64077904
600004.SH,白云机场,2010-04-30,8.2225,8.112,89985307
600004.SH,白云机场,2010-05-04,7.9698,8.0172,55546184
600004.SH,白云机场,2010-05-05,7.9777,8.191,85990393
600004.SH,白云机场,2010-05-06,8.1357,7.8118,88211527
600004.SH,白云机场,2010-05-07,7.6617,7.6064,62968886
600004.SH,白云机场,2010-05-10,7.6064,7.567,74521047
600004.SH,白云机场,2010-05-11,7.7249,7.4248,73091839
600004.SH,白云机场,2010-05-12,7.409,7.5117,56761842
600004.SH,白云机场,2010-05-13,7.5433,7.6301,85588641
600004.SH,白云机场,2010-05-14,7.567,7.5275,59779326
600004.SH,白云机场,2010-05-17,7.4248,6.9982,76672333
600004.SH,白云机场,2010-05-18,7.0456,7.1799,51202966
600004.SH,白云机场,2010-05-19,7.1167,7.1483,41833041
600004.SH,白云机场,2010-05-20,7.1088,7.3379,122689345
600004.SH,白云机场,2010-05-21,7.1483,7.4406,87589083
600004.SH,白云机场,2010-05-24,7.4959,7.6143,149939061
600004.SH,白云机场,2010-05-25,7.5275,7.4564,70040816
600004.SH,白云机场,2010-05-26,7.4722,7.5354,95664369
600004.SH,白云机场,2010-05-27,7.4722,7.5749,84127696
600004.SH,白云机场,2010-05-28,7.6459,7.5117,68378318
600004.SH,白云机场,2010-05-31,7.4801,7.251,61254395
600004.SH,白云机场,2010-06-01,7.2194,7.1641,53250804
600004.SH,白云机场,2010-06-02,7.1088,7.2905,42915223
600004.SH,白云机场,2010-06-03,7.3458,7.2036,44263967
600004.SH,白云机场,2010-06-04,7.1562,7.2905,38307704
600004.SH,白云机场,2010-06-07,7.1325,7.1799,35504404
600004.SH,白云机场,2010-06-08,7.1957,7.2352,34287311
600004.SH,白云机场,2010-06-09,7.251,7.4406,57396065
600004.SH,白云机场,2010-06-10,7.4248,7.3932,52759626
600004.SH,白云机场,2010-06-11,7.4011,7.3932,35729434
600004.SH,白云机场,2010-06-17,7.4643,7.4959,68945266
600004.SH,白云机场,2010-06-18,7.4959,7.4011,53114575
600004.SH,白云机场,2010-06-21,7.3932,7.5985,66168400
600004.SH,白云机场,2010-06-22,7.6064,7.6775,92592303
600004.SH,白云机场,2010-06-23,7.6222,7.5749,61011010
600004.SH,白云机场,2010-06-24,7.5749,7.5828,33150649
600004.SH,白云机场,2010-06-28,7.5275,7.3142,58643450
600004.SH,白云机场,2010-06-29,7.3142,7.0772,63030147
600004.SH,白云机场,2010-06-30,7.0377,6.9746,35804141
600004.SH,白云机场,2010-07-01,6.9509,6.9272,21738818
600004.SH,白云机场,2010-07-02,6.9193,6.9351,38886669
600004.SH,白云机场,2010-07-05,6.8719,7.1009,59822386
600004.SH,白云机场,2010-07-06,7.0377,7.1641,47226423
600004.SH,白云机场,2010-07-07,7.1325,7.1167,35878500
600004.SH,白云机场,2010-07-08,7.172,7.0772,29541126
600004.SH,白云机场,2010-07-09,7.0772,7.2194,57639115
600004.SH,白云机场,2010-07-12,7.2194,7.2905,63205324
600004.SH,白云机场,2010-07-13,7.2431,7.172,39526434
600004.SH,白云机场,2010-07-14,7.1641,7.2273,37018807
600004.SH,白云机场,2010-07-15,7.2352,7.1799,58845797
600004.SH,白云机场,2010-07-16,7.172,7.2668,42047378
600004.SH,白云机场,2010-07-19,7.1957,7.409,66750161
600004.SH,白云机场,2010-07-20,7.3932,7.567,98204900
600004.SH,白云机场,2010-07-21,7.5749,7.5828,83895347
600004.SH,白云机场,2010-07-22,7.5749,7.6459,68301977
600004.SH,白云机场,2010-07-23,7.7328,7.6538,99465254
600004.SH,白云机场,2010-07-26,7.6538,7.717,61824409
600004.SH,白云机场,2010-07-27,8.0646,7.8908,276572051
600004.SH,白云机场,2010-07-28,7.8197,8.0014,149533814
600004.SH,白云机场,2010-07-29,7.9856,8.0804,158583221
600004.SH,白云机场,2010-07-30,8.0488,8.033,108405177
600004.SH,白云机场,2010-08-02,8.1041,8.1357,123344531
600004.SH,白云机场,2010-08-03,8.1752,7.954,115150153
600004.SH,白云机场,2010-08-04,7.9303,8.0093,89953376
600004.SH,白云机场,2010-08-05,7.9856,8.0172,81493664
600004.SH,白云机场,2010-08-06,7.9935,8.1357,106737866
600004.SH,白云机场,2010-08-09,8.1357,8.3963,163044869
600004.SH,白云机场,2010-08-10,8.4121,8.0409,136403157
600004.SH,白云机场,2010-08-11,8.0409,8.1436,74688983
600004.SH,白云机场,2010-08-12,8.0567,8.0251,58646550
600004.SH,白云机场,2010-08-13,8.0488,8.1357,61444090
600004.SH,白云机场,2010-08-16,8.1436,8.3015,96388580
600004.SH,白云机场,2010-08-17,8.3094,8.3252,104647582
600004.SH,白云机场,2010-08-18,8.341,8.3647,99046564
600004.SH,白云机场,2010-08-19,8.3728,8.2837,86594334
600004.SH,白云机场,2010-08-20,8.2433,8.1461,87087801
600004.SH,白云机场,2010-08-23,8.1461,8.0975,65141413
600004.SH,白云机场,2010-08-24,8.1299,8.1542,70771956
600004.SH,白云机场,2010-08-25,8.0813,7.9032,86785114
600004.SH,白云机场,2010-08-26,7.9032,7.9518,48477134
600004.SH,白云机场,2010-08-27,7.9032,7.8384,112609365
600004.SH,白云机场,2010-08-30,7.8627,8.0084,89635261
600004.SH,白云机场,2010-08-31,7.9679,7.9922,81260759
600004.SH,白云机场,2010-09-01,7.9841,7.9598,89456324
600004.SH,白云机场,2010-09-02,8.0327,7.9841,73477794
600004.SH,白云机场,2010-09-03,7.9841,7.9275,88806026
600004.SH,白云机场,2010-09-06,7.9598,8.2433,204543030
600004.SH,白云机场,2010-09-07,8.2595,8.2433,101660916
600004.SH,白云机场,2010-09-08,8.1704,8.219,82947806
600004.SH,白云机场,2010-09-09,8.2433,8.0813,112371969
600004.SH,白云机场,2010-09-10,8.0975,8.0408,76726263
600004.SH,白云机场,2010-09-13,8.0813,8.2352,104541834
600004.SH,白云机场,2010-09-14,8.2433,8.219,96813975
600004.SH,白云机场,2010-09-15,8.2352,8.0732,80797609
600004.SH,白云机场,2010-09-16,8.0732,7.9032,74005759
600004.SH,白云机场,2010-09-17,7.9194,7.8465,52368405
600004.SH,白云机场,2010-09-20,7.8465,7.8465,42539708
600004.SH,白云机场,2010-09-21,7.8708,7.7088,50442982
600004.SH,白云机场,2010-09-27,7.7331,7.8384,34292649
600004.SH,白云机场,2010-09-28,7.8384,7.7736,52985194
600004.SH,白云机场,2010-09-29,7.7817,7.6117,57865882
600004.SH,白云机场,2010-09-30,7.6036,7.7331,61351455
600004.SH,白云机场,2010-10-08,7.7736,7.9032,97944136
600004.SH,白云机场,2010-10-11,7.9356,8.0813,177510870
600004.SH,白云机场,2010-10-12,8.0975,8.138,143263716
600004.SH,白云机场,2010-10-13,8.138,8.2109,156070585
600004.SH,白云机场,2010-10-14,8.2271,8.0489,168464192
600004.SH,白云机场,2010-10-15,8.0165,8.3728,280888211
600004.SH,白云机场,2010-10-18,8.551,8.4619,367877677
600004.SH,白云机场,2010-10-19,8.47,8.47,164870607
600004.SH,白云机场,2010-10-20,8.2757,8.2837,162427430
600004.SH,白云机场,2010-10-21,8.2999,8.1866,127806623
600004.SH,白云机场,2010-10-22,8.1785,8.1785,95732065
600004.SH,白云机场,2010-10-25,8.1785,8.4214,165466717
600004.SH,白云机场,2010-10-26,8.4862,8.3161,148938454
600004.SH,白云机场,2010-10-27,8.3323,8.4538,212336625
600004.SH,白云机场,2010-10-28,8.4619,8.3323,128424381
600004.SH,白云机场,2010-10-29,8.3404,8.3404,110699267
600004.SH,白云机场,2010-11-01,8.3728,8.7048,280548024
600004.SH,白云机场,2010-11-02,8.7048,8.5915,256794261
600004.SH,白云机场,2010-11-03,8.5429,8.7696,190520250
600004.SH,白云机场,2010-11-04,8.7696,8.8182,151977005
600004.SH,白云机场,2010-11-05,8.8587,8.8344,184206201
600004.SH,白云机场,2010-11-08,8.8587,9.0125,206027928
600004.SH,白云机场,2010-11-09,9.0125,8.8587,164448688
600004.SH,白云机场,2010-11-10,8.8263,8.7048,164296008
600004.SH,白云机场,2010-11-11,8.6967,8.6157,158686122
600004.SH,白云机场,2010-11-12,8.5915,7.8789,224474688
600004.SH,白云机场,2010-11-15,8.0003,7.9922,109696153
600004.SH,白云机场,2010-11-16,8.0003,7.6359,121592859
600004.SH,白云机场,2010-11-17,7.5712,7.5064,73248944
600004.SH,白云机场,2010-11-18,7.555,7.5793,56722766
600004.SH,白云机场,2010-11-19,7.6117,7.5793,106400127
600004.SH,白云机场,2010-11-22,7.5307,7.4659,90967173
600004.SH,白云机场,2010-11-23,7.4578,7.2797,77883509
600004.SH,白云机场,2010-11-24,7.2311,7.3687,78654633
600004.SH,白云机场,2010-11-25,7.4011,7.4821,75507401
600004.SH,白云机场,2010-11-26,7.4578,7.3687,66961725
600004.SH,白云机场,2010-11-29,7.393,7.4173,44101429
600004.SH,白云机场,2010-11-30,7.4254,7.2392,74261666
600004.SH,白云机场,2010-12-01,7.223,7.2311,36166570
600004.SH,白云机场,2010-12-02,7.2959,7.2716,71406266
600004.SH,白云机场,2010-12-03,7.2635,7.2392,41063256
600004.SH,白云机场,2010-12-06,7.2473,7.2068,42048910
600004.SH,白云机场,2010-12-07,7.1906,7.2392,42198403
600004.SH,白云机场,2010-12-08,7.2392,7.1906,35255706
600004.SH,白云机场,2010-12-09,7.1825,7.2068,48355244
600004.SH,白云机场,2010-12-10,7.1744,7.2554,35566921
600004.SH,白云机场,2010-12-13,7.2716,7.393,77845158
600004.SH,白云机场,2010-12-14,7.393,7.3525,57743655
600004.SH,白云机场,2010-12-15,7.3525,7.304,53505331
600004.SH,白云机场,2010-12-16,7.312,7.2473,46044483
600004.SH,白云机场,2010-12-17,7.2311,7.2392,30516944
600004.SH,白云机场,2010-12-20,7.2635,7.0529,102919964
600004.SH,白云机场,2010-12-21,7.0529,7.1663,107883705
600004.SH,白云机场,2010-12-22,7.1501,7.1096,57964813
600004.SH,白云机场,2010-12-23,7.1096,7.0448,46054605
600004.SH,白云机场,2010-12-24,7.0367,7.0448,40285415
600004.SH,白云机场,2010-12-27,7.0367,6.9072,61235693
600004.SH,白云机场,2010-12-28,6.8829,6.7047,57913959
600004.SH,白云机场,2010-12-29,6.6966,6.729,38868517
600004.SH,白云机场,2010-12-30,6.7371,6.8181,45733688
600004.SH,白云机场,2010-12-31,6.8181,7.142,96580812
600004.SH,白云机场,2011-01-04,7.142,7.2878,152714767
600004.SH,白云机场,2011-01-05,7.2716,7.4902,283242168
600004.SH,白云机场,2011-01-06,7.4902,7.3282,136183433
600004.SH,白云机场,2011-01-07,7.2878,7.2068,102026646
600004.SH,白云机场,2011-01-10,7.2068,7.1258,52940117
600004.SH,白云机场,2011-01-11,7.1015,7.1987,45718279
600004.SH,白云机场,2011-01-12,7.1987,7.2635,60252497
600004.SH,白云机场,2011-01-13,7.2473,7.2392,50843642
600004.SH,白云机场,2011-01-14,7.2149,7.0367,56537802
600004.SH,白云机场,2011-01-17,7.0124,6.7452,54934568
600004.SH,白云机场,2011-01-18,6.7776,6.7614,39600184
600004.SH,白云机场,2011-01-19,6.7695,6.8991,31080410
600004.SH,白云机场,2011-01-20,6.8586,6.7533,34285472
600004.SH,白云机场,2011-01-21,6.7047,6.7938,50592966
600004.SH,白云机场,2011-01-24,6.8019,6.8748,74011654
600004.SH,白云机场,2011-01-25,6.8505,6.8505,27543975
600004.SH,白云机场,2011-01-26,6.8505,6.891,29679679
600004.SH,白云机场,2011-01-27,6.8748,6.9234,56707704
600004.SH,白云机场,2011-01-28,6.9315,6.8991,36448683
600004.SH,白云机场,2011-01-31,6.8991,6.9477,65064304
600004.SH,白云机场,2011-02-01,6.9234,6.9477,33936151
600004.SH,白云机场,2011-02-09,6.9072,6.8505,42743127
600004.SH,白云机场,2011-02-10,6.8505,6.9558,51212539
600004.SH,白云机场,2011-02-11,6.9477,7.0124,72010251
600004.SH,白云机场,2011-02-14,7.0124,7.2068,123618395
600004.SH,白云机场,2011-02-15,7.2149,7.1501,126529305
600004.SH,白云机场,2011-02-16,7.1582,7.223,76411378
600004.SH,白云机场,2011-02-17,7.2473,7.1744,86236504
600004.SH,白云机场,2011-02-18,7.1744,7.0934,67360301
600004.SH,白云机场,2011-02-21,7.0448,7.1177,81541292
600004.SH,白云机场,2011-02-22,7.1339,6.8991,93558420
600004.SH,白云机场,2011-02-23,6.891,6.9315,47227228
600004.SH,白云机场,2011-02-24,6.9234,6.972,53281546
600004.SH,白云机场,2011-02-25,6.972,6.9315,55717668
600004.SH,白云机场,2011-02-28,6.9396,7.0043,71484774
600004.SH,白云机场,2011-03-01,7.0124,7.1177,105825776
600004.SH,白云机场,2011-03-02,7.0772,7.1096,82777678
600004.SH,白云机场,2011-03-03,7.1177,7.0853,108672766
600004.SH,白云机场,2011-03-04,7.0853,7.1825,120747734
600004.SH,白云机场,2011-03-07,7.2149,7.2635,137815054
600004.SH,白云机场,2011-03-08,7.2716,7.3282,133550772
600004.SH,白云机场,2011-03-09,7.3201,7.2878,142380589
600004.SH,白云机场,2011-03-10,7.2878,7.304,127810235
600004.SH,白云机场,2011-03-11,7.2554,7.2797,123938534
600004.SH,白云机场,2011-03-14,7.2554,7.2797,107692459
600004.SH,白云机场,2011-03-15,7.2797,7.2149,111499873
600004.SH,白云机场,2011-03-16,7.1744,7.1663,88332531
600004.SH,白云机场,2011-03-17,7.142,7.0529,83868585
600004.SH,白云机场,2011-03-18,7.1015,7.0772,43864561
600004.SH,白云机场,2011-03-21,7.0772,7.0772,37810796
600004.SH,白云机场,2011-03-22,7.0691,7.0853,66238319
600004.SH,白云机场,2011-03-23,7.0772,7.1258,90367047
600004.SH,白云机场,2011-03-24,7.142,7.1015,58747300
600004.SH,白云机场,2011-03-25,7.1096,7.1582,72740586
600004.SH,白云机场,2011-03-28,7.1582,7.1744,80248912
600004.SH,白云机场,2011-03-29,7.1744,7.1825,111610186
600004.SH,白云机场,2011-03-30,7.1825,7.1015,82210149
600004.SH,白云机场,2011-03-31,7.0934,6.9639,80088912
600004.SH,白云机场,2011-04-01,6.9639,7.1339,97903487
600004.SH,白云机场,2011-04-06,7.0691,7.0934,81285574
600004.SH,白云机场,2011-04-07,7.1015,7.1339,68162910
600004.SH,白云机场,2011-04-08,7.1258,7.1501,65685720
600004.SH,白云机场,2011-04-11,7.142,7.142,80578893
600004.SH,白云机场,2011-04-12,7.1258,7.2716,169453262
600004.SH,白云机场,2011-04-13,7.2635,7.2959,124582943
600004.SH,白云机场,2011-04-14,7.2959,7.1987,87327646
600004.SH,白云机场,2011-04-15,7.223,7.223,66799705
600004.SH,白云机场,2011-04-18,7.2068,7.2878,91629249
600004.SH,白云机场,2011-04-19,7.2554,7.142,82439790
600004.SH,白云机场,2011-04-20,7.142,7.1744,44012303
600004.SH,白云机场,2011-04-21,7.1906,7.2473,80022860
600004.SH,白云机场,2011-04-22,7.2473,7.2554,110351599
600004.SH,白云机场,2011-04-25,7.2878,7.1339,96506842
600004.SH,白云机场,2011-04-26,7.1339,7.0367,65146246
600004.SH,白云机场,2011-04-27,7.0691,6.9881,51921249
600004.SH,白云机场,2011-04-28,7.0205,6.891,56954876
600004.SH,白云机场,2011-04-29,6.8991,6.9558,44639795
600004.SH,白云机场,2011-05-03,6.9558,7.0367,40301531
600004.SH,白云机场,2011-05-04,7.0124,6.9639,58037059
600004.SH,白云机场,2011-05-05,6.9315,7.0286,33315327
600004.SH,白云机场,2011-05-06,6.9639,7.0448,37271555
600004.SH,白云机场,2011-05-09,7.0448,7.0124,30840907
600004.SH,白云机场,2011-05-10,7.0124,6.9801,39495647
600004.SH,白云机场,2011-05-11,6.9881,6.9881,41490727
600004.SH,白云机场,2011-05-12,6.9639,6.9315,45677213
600004.SH,白云机场,2011-05-13,6.9234,6.9639,31227398
600004.SH,白云机场,2011-05-16,6.9639,6.9558,28644061
600004.SH,白云机场,2011-05-17,6.972,6.9477,28459364
600004.SH,白云机场,2011-05-18,6.9477,6.972,24629385
600004.SH,白云机场,2011-05-19,6.9801,6.9153,32894437
600004.SH,白云机场,2011-05-20,6.9234,6.9072,24419905
600004.SH,白云机场,2011-05-23,6.9072,6.6966,50021483
600004.SH,白云机场,2011-05-24,6.7047,6.7128,26904789
600004.SH,白云机场,2011-05-25,6.6966,6.6319,22636908
600004.SH,白云机场,2011-05-26,6.64,6.5914,22322279
600004.SH,白云机场,2011-05-27,6.6238,6.5347,28509280
600004.SH,白云机场,2011-05-30,6.5509,6.478,22186675
600004.SH,白云机场,2011-05-31,6.478,6.559,21100401
600004.SH,白云机场,2011-06-01,6.5428,6.5428,19504351
600004.SH,白云机场,2011-06-02,6.5185,6.4132,34369302
600004.SH,白云机场,2011-06-03,6.4132,6.4618,19948286
600004.SH,白云机场,2011-06-07,6.4537,6.5104,21458172
600004.SH,白云机场,2011-06-08,6.5023,6.5023,15677442
600004.SH,白云机场,2011-06-09,6.4942,6.3889,18770792
600004.SH,白云机场,2011-06-10,6.3808,6.4132,17552537
600004.SH,白云机场,2011-06-13,6.397,6.3403,18549175
600004.SH,白云机场,2011-06-14,6.3808,6.4294,23696894
600004.SH,白云机场,2011-06-15,6.4294,6.397,14978843
600004.SH,白云机场,2011-06-16,6.3889,6.2918,20154084
600004.SH,白云机场,2011-06-17,6.2999,6.2594,15407385
600004.SH,白云机场,2011-06-20,6.2675,6.1784,23006932
600004.SH,白云机场,2011-06-21,6.1865,6.2027,14458875
600004.SH,白云机场,2011-06-22,6.2189,6.1784,15887412
600004.SH,白云机场,2011-06-23,6.1784,6.2513,21123798
600004.SH,白云机场,2011-06-24,6.2432,6.3646,40348162
600004.SH,白云机场,2011-06-27,6.3646,6.3646,30403890
600004.SH,白云机场,2011-06-29,6.3808,6.3242,23546625
600004.SH,白云机场,2011-06-30,6.3484,6.3889,19538396
600004.SH,白云机场,2011-07-01,6.3808,6.3727,25088312
600004.SH,白云机场,2011-07-04,6.397,6.4699,43118845
600004.SH,白云机场,2011-07-05,6.4699,6.4618,27752175
600004.SH,白云机场,2011-07-06,6.4618,6.4699,24320522
600004.SH,白云机场,2011-07-07,6.4861,6.4132,26858339
600004.SH,白云机场,2011-07-08,6.4051,6.5266,77261009
600004.SH,白云机场,2011-07-11,6.5185,6.5266,26838669
600004.SH,白云机场,2011-07-12,6.4942,6.397,29296425
600004.SH,白云机场,2011-07-13,6.4213,6.4861,23592310
600004.SH,白云机场,2011-07-14,6.478,6.5023,22724838
600004.SH,白云机场,2011-07-15,6.4861,6.5752,49094034
600004.SH,白云机场,2011-07-18,6.5752,6.559,29224391
600004.SH,白云机场,2011-07-19,6.5104,6.4942,23231492
600004.SH,白云机场,2011-07-20,6.5104,6.4942,16230292
600004.SH,白云机场,2011-07-21,6.4942,6.4861,23389791
600004.SH,白云机场,2011-07-22,6.4699,6.4618,13634600
600004.SH,白云机场,2011-07-25,6.4699,6.2756,33403027
600004.SH,白云机场,2011-07-26,6.2675,6.478,53663171
600004.SH,白云机场,2011-07-27,6.4456,6.3889,30791128
600004.SH,白云机场,2011-07-28,6.3727,6.3403,23136507
600004.SH,白云机场,2011-07-29,6.3484,6.308,15795580
600004.SH,白云机场,2011-08-01,6.3242,6.3403,9258529
600004.SH,白云机场,2011-08-02,6.3161,6.2594,18962818
600004.SH,白云机场,2011-08-03,6.227,6.2432,12820612
600004.SH,白云机场,2011-08-04,6.227,6.2756,16124463
600004.SH,白云机场,2011-08-05,6.1703,6.146,20614002
600004.SH,白云机场,2011-08-08,6.1298,5.8221,50448499
600004.SH,白云机场,2011-08-09,5.7087,5.7978,30488968
600004.SH,白云机场,2011-08-10,5.8383,5.8626,24817079
600004.SH,白云机场,2011-08-11,5.7978,5.9679,32359189
600004.SH,白云机场,2011-08-12,5.9922,6.0407,28057713
600004.SH,白云机场,2011-08-15,6.0569,6.146,29153889
600004.SH,白云机场,2011-08-16,6.1541,6.1379,37044157
600004.SH,白云机场,2011-08-17,6.1548,6.062,20098012
600004.SH,白云机场,2011-08-18,6.062,5.9524,17196810
600004.SH,白云机场,2011-08-19,5.8934,5.9271,16282249
600004.SH,白云机场,2011-08-22,5.944,5.9271,13402260
600004.SH,白云机场,2011-08-23,5.944,6.003,15193898
600004.SH,白云机场,2011-08-24,6.0283,5.9609,13350888
600004.SH,白云机场,2011-08-25,5.9946,6.0958,27850536
600004.SH,白云机场,2011-08-26,6.1126,6.0789,18414125
600004.SH,白云机场,2011-08-29,6.0705,6.0283,14157189
600004.SH,白云机场,2011-08-30,6.062,5.9946,15622226
600004.SH,白云机场,2011-08-31,6.003,6.0199,12181518
600004.SH,白云机场,2011-09-01,6.003,5.9946,9712703
600004.SH,白云机场,2011-09-02,6.0114,5.9524,10531204
600004.SH,白云机场,2011-09-05,5.9103,5.8681,11546685
600004.SH,白云机场,2011-09-06,5.8597,5.885,9941446
600004.SH,白云机场,2011-09-07,5.9018,6.1042,39892339
600004.SH,白云机场,2011-09-08,6.0958,6.3318,76991867
600004.SH,白云机场,2011-09-09,6.2897,6.2981,133366277
600004.SH,白云机场,2011-09-13,6.2138,6.1379,75908716
600004.SH,白云机场,2011-09-14,6.0705,6.1126,28675253
600004.SH,白云机场,2011-09-15,6.1126,6.0873,17976262
600004.SH,白云机场,2011-09-16,6.0958,6.1126,19413085
600004.SH,白云机场,2011-09-19,6.1042,5.9777,16662475
600004.SH,白云机场,2011-09-20,5.9693,6.0283,11691761
600004.SH,白云机场,2011-09-21,6.0283,6.1548,20889700
600004.SH,白云机场,2011-09-22,6.121,5.9946,22971666
600004.SH,白云机场,2011-09-23,5.9187,6.0705,22260432
600004.SH,白云机场,2011-09-26,6.0114,6.062,15165384
600004.SH,白云机场,2011-09-27,6.0789,6.1126,19711808
600004.SH,白云机场,2011-09-28,6.1295,6.0367,12714686
600004.SH,白云机场,2011-09-29,6.0283,6.0199,19549034
600004.SH,白云机场,2011-09-30,6.0283,6.0114,14396905
