代码,简称,日期,开盘价(元),收盘价(元),成交金额(元)
600004.SH,白云机场,2003-04-28,4.6489,5.2692,1512258214
600004.SH,白云机场,2003-04-29,5.1186,5.1126,635863436
600004.SH,白云机场,2003-04-30,5.1487,5.3354,710063498
600004.SH,白云机场,2003-05-12,5.2391,5.227,308806284
600004.SH,白云机场,2003-05-13,5.2029,4.8717,325715933
600004.SH,白云机场,2003-05-14,4.8175,5.0283,253425348
600004.SH,白云机场,2003-05-15,5.0163,5.1487,236834456
600004.SH,白云机场,2003-05-16,5.1487,5.1548,307204529
600004.SH,白云机场,2003-05-19,5.1789,5.2692,407544272
600004.SH,白云机场,2003-05-20,5.2692,5.227,147727684
600004.SH,白云机场,2003-05-21,5.227,5.1789,110939930
600004.SH,白云机场,2003-05-22,5.1668,5.209,88781118
600004.SH,白云机场,2003-05-23,5.2391,5.492,670901997
600004.SH,白云机场,2003-05-26,5.4799,5.5101,431132436
600004.SH,白云机场,2003-05-27,5.5341,5.5101,184901453
600004.SH,白云机场,2003-05-28,5.5402,5.4318,302104859
600004.SH,白云机场,2003-05-29,5.4318,5.6305,210900164
600004.SH,白云机场,2003-05-30,5.6486,5.5582,244128620
600004.SH,白云机场,2003-06-02,5.5703,5.5883,201804921
600004.SH,白云机场,2003-06-03,5.6004,5.5281,122447236
600004.SH,白云机场,2003-06-04,5.5161,5.5823,112488205
600004.SH,白云机场,2003-06-05,5.5522,5.5101,110737203
600004.SH,白云机场,2003-06-06,5.4799,5.5161,88911859
600004.SH,白云机场,2003-06-09,5.4739,5.492,63322602
600004.SH,白云机场,2003-06-10,5.492,5.5944,157420724
600004.SH,白云机场,2003-06-11,5.6004,5.6606,131429944
600004.SH,白云机场,2003-06-12,5.6847,5.6124,83354483
600004.SH,白云机场,2003-06-13,5.6365,5.6124,62495500
600004.SH,白云机场,2003-06-16,5.6124,5.5823,61435524
600004.SH,白云机场,2003-06-17,5.5522,5.5341,46610786
600004.SH,白云机场,2003-06-18,5.5341,5.504,55781138
600004.SH,白云机场,2003-06-19,5.498,5.4619,59409928
600004.SH,白云机场,2003-06-20,5.6004,5.4679,46895164
600004.SH,白云机场,2003-06-23,5.4559,5.4498,62547673
600004.SH,白云机场,2003-06-24,5.4378,5.4498,28250536
600004.SH,白云机场,2003-06-25,5.4739,5.2391,171431598
600004.SH,白云机场,2003-06-27,5.2993,5.2451,100730062
600004.SH,白云机场,2003-06-30,5.2391,5.233,41484932
600004.SH,白云机场,2003-07-01,5.233,5.2451,40975090
600004.SH,白云机场,2003-07-02,5.2692,5.3294,33290309
600004.SH,白云机场,2003-07-03,5.3294,5.3776,38777601
600004.SH,白云机场,2003-07-04,5.3716,5.3475,46344703
600004.SH,白云机场,2003-07-07,5.3294,5.3174,30836117
600004.SH,白云机场,2003-07-08,5.3053,5.3776,23762127
600004.SH,白云机场,2003-07-09,5.3354,5.2933,40313934
600004.SH,白云机场,2003-07-10,5.2692,5.4619,130383789
600004.SH,白云机场,2003-07-11,5.4739,5.4438,53304646
600004.SH,白云机场,2003-07-14,5.4498,5.498,120738561
600004.SH,白云机场,2003-07-15,5.492,5.5221,52243533
600004.SH,白云机场,2003-07-16,5.5221,5.5823,66481342
600004.SH,白云机场,2003-07-17,5.5883,5.6726,352331960
600004.SH,白云机场,2003-07-18,5.6907,5.5703,193106534
600004.SH,白云机场,2003-07-21,5.5522,5.6064,113916137
600004.SH,白云机场,2003-07-22,5.6606,5.6847,174742503
600004.SH,白云机场,2003-07-23,5.6847,5.6365,81113322
600004.SH,白云机场,2003-07-24,5.6486,5.6365,66442801
600004.SH,白云机场,2003-07-25,5.6305,5.492,105246679
600004.SH,白云机场,2003-07-28,5.4559,5.5101,33473373
600004.SH,白云机场,2003-07-29,5.492,5.5281,32023361
600004.SH,白云机场,2003-07-30,5.5221,5.5582,47183248
600004.SH,白云机场,2003-07-31,5.5582,5.5221,30858302
600004.SH,白云机场,2003-08-01,5.5221,5.5281,24017872
600004.SH,白云机场,2003-08-04,5.5281,5.5161,37417266
600004.SH,白云机场,2003-08-05,5.498,5.5281,16435649
600004.SH,白云机场,2003-08-06,5.5221,5.492,20929994
600004.SH,白云机场,2003-08-07,5.486,5.498,27300943
600004.SH,白云机场,2003-08-08,5.4799,5.4318,34155757
600004.SH,白云机场,2003-08-11,5.4257,5.4438,23102811
600004.SH,白云机场,2003-08-12,5.4378,5.486,22903208
600004.SH,白云机场,2003-08-13,5.4799,5.4619,17789145
600004.SH,白云机场,2003-08-14,5.4318,5.3956,43790251
600004.SH,白云机场,2003-08-15,5.3896,5.3234,48928386
600004.SH,白云机场,2003-08-18,5.3113,5.3414,11111570
600004.SH,白云机场,2003-08-19,5.3414,5.3655,10005962
600004.SH,白云机场,2003-08-20,5.3655,5.3354,21952082
600004.SH,白云机场,2003-08-21,5.3354,5.3354,15249086
600004.SH,白云机场,2003-08-22,5.3053,5.3354,9270698
600004.SH,白云机场,2003-08-25,5.3595,5.2752,21873077
600004.SH,白云机场,2003-08-26,5.3113,5.2812,21551226
600004.SH,白云机场,2003-08-27,5.2812,5.3174,29607081
600004.SH,白云机场,2003-08-28,5.2993,5.3234,18867513
600004.SH,白云机场,2003-08-29,5.3234,5.4017,20782076
600004.SH,白云机场,2003-09-01,5.4197,5.5281,64056439
600004.SH,白云机场,2003-09-02,5.5281,5.504,34137025
600004.SH,白云机场,2003-09-03,5.492,5.492,18474435
600004.SH,白云机场,2003-09-04,5.4799,5.4257,19961502
600004.SH,白云机场,2003-09-05,5.4077,5.3294,26925323
600004.SH,白云机场,2003-09-08,5.2993,5.3174,20148071
600004.SH,白云机场,2003-09-09,5.3174,5.2872,59961731
600004.SH,白云机场,2003-09-10,5.2692,5.2451,52474376
600004.SH,白云机场,2003-09-11,5.2451,5.2511,11878345
600004.SH,白云机场,2003-09-12,5.2511,5.2391,12964959
600004.SH,白云机场,2003-09-15,5.209,5.1126,26074143
600004.SH,白云机场,2003-09-16,5.1186,5.1307,37643861
600004.SH,白云机场,2003-09-17,5.1247,5.0524,17861351
600004.SH,白云机场,2003-09-18,5.0223,5.0644,14699681
600004.SH,白云机场,2003-09-19,5.0644,5.1186,13305257
600004.SH,白云机场,2003-09-22,5.1367,5.1126,8759626
600004.SH,白云机场,2003-09-23,5.0885,5.1728,12074808
600004.SH,白云机场,2003-09-24,5.1668,5.1849,10561345
600004.SH,白云机场,2003-09-25,5.1789,5.1728,21374394
600004.SH,白云机场,2003-09-26,5.1307,5.1608,12133462
600004.SH,白云机场,2003-09-29,5.1487,5.0705,33310656
600004.SH,白云机场,2003-09-30,5.0644,5.1487,19213031
600004.SH,白云机场,2003-10-08,5.1487,5.1427,6528336
600004.SH,白云机场,2003-10-09,5.1307,5.1126,12511881
600004.SH,白云机场,2003-10-10,5.0825,5.227,32089984
600004.SH,白云机场,2003-10-13,5.2511,5.1849,23415667
600004.SH,白云机场,2003-10-14,5.209,5.1668,21046096
600004.SH,白云机场,2003-10-15,5.1186,5.1487,14281606
600004.SH,白云机场,2003-10-16,5.1307,5.0705,15798744
600004.SH,白云机场,2003-10-17,5.0705,5.1066,18831014
600004.SH,白云机场,2003-10-20,5.0885,4.95,33885849
600004.SH,白云机场,2003-10-21,4.95,4.8476,40485694
600004.SH,白云机场,2003-10-22,4.8476,5.0283,56454390
600004.SH,白云机场,2003-10-23,5.0283,4.9018,33453411
600004.SH,白云机场,2003-10-24,4.8958,4.7212,121396465
600004.SH,白云机场,2003-10-27,4.7272,4.7573,22619954
600004.SH,白云机场,2003-10-28,4.9079,4.8898,81675864
600004.SH,白云机场,2003-10-29,4.9018,4.938,53588551
600004.SH,白云机场,2003-10-30,4.9621,4.9139,36015735
600004.SH,白云机场,2003-10-31,4.9079,4.944,27613311
600004.SH,白云机场,2003-11-03,4.956,5.0283,30562408
600004.SH,白云机场,2003-11-04,5.0283,5.1307,120382925
600004.SH,白云机场,2003-11-05,5.1307,5.1548,45442977
600004.SH,白云机场,2003-11-06,5.1548,5.0885,32247610
600004.SH,白云机场,2003-11-07,5.0705,4.938,49525145
600004.SH,白云机场,2003-11-10,4.938,5.0102,12780017
600004.SH,白云机场,2003-11-11,4.9982,4.9982,29695527
600004.SH,白云机场,2003-11-12,4.9982,4.8476,41473425
600004.SH,白云机场,2003-11-13,4.8296,4.8476,17502231
600004.SH,白云机场,2003-11-14,4.8657,4.8778,26001031
600004.SH,白云机场,2003-11-17,4.8778,4.8717,14844778
600004.SH,白云机场,2003-11-18,4.8717,4.8175,28106869
600004.SH,白云机场,2003-11-19,4.8175,4.8778,13614947
600004.SH,白云机场,2003-11-20,4.8898,4.9982,38632765
600004.SH,白云机场,2003-11-21,5.0102,4.9199,28432185
600004.SH,白云机场,2003-11-24,4.9259,5.0524,39596059
600004.SH,白云机场,2003-11-25,5.0464,5.1126,105841988
600004.SH,白云机场,2003-11-26,5.1006,5.1307,31502180
600004.SH,白云机场,2003-11-27,5.1186,5.0223,31319246
600004.SH,白云机场,2003-11-28,5.0163,5.0042,32448092
600004.SH,白云机场,2003-12-01,5.0223,5.1427,61192759
600004.SH,白云机场,2003-12-02,5.1668,5.1487,55775071
600004.SH,白云机场,2003-12-03,5.1307,5.1969,69549108
600004.SH,白云机场,2003-12-04,5.209,5.221,40821895
600004.SH,白云机场,2003-12-05,5.2391,5.1969,31206812
600004.SH,白云机场,2003-12-08,5.2029,5.1608,24808237
600004.SH,白云机场,2003-12-09,5.1487,5.227,42183770
600004.SH,白云机场,2003-12-10,5.227,5.3234,83203832
600004.SH,白云机场,2003-12-11,5.3294,5.3113,59950609
600004.SH,白云机场,2003-12-12,5.3174,5.2692,52345169
600004.SH,白云机场,2003-12-15,5.2872,5.2993,27113361
600004.SH,白云机场,2003-12-16,5.2993,5.2511,35423429
600004.SH,白云机场,2003-12-17,5.2511,5.1789,77962340
600004.SH,白云机场,2003-12-18,5.1668,5.1668,36696735
600004.SH,白云机场,2003-12-19,5.1789,5.2752,64721305
600004.SH,白云机场,2003-12-22,5.2872,5.4559,177489113
600004.SH,白云机场,2003-12-23,5.4559,5.4559,80370211
600004.SH,白云机场,2003-12-24,5.4799,5.5101,135300911
600004.SH,白云机场,2003-12-25,5.5221,5.5221,67045186
600004.SH,白云机场,2003-12-26,5.5402,5.4679,70348684
600004.SH,白云机场,2003-12-29,5.3956,5.3354,74681822
600004.SH,白云机场,2003-12-30,5.3294,5.4137,54098680
600004.SH,白云机场,2003-12-31,5.4017,5.3655,33758820
600004.SH,白云机场,2004-01-02,5.3475,5.4257,59477910
600004.SH,白云机场,2004-01-05,5.4197,5.6666,200552192
600004.SH,白云机场,2004-01-06,5.6546,5.7208,194062857
600004.SH,白云机场,2004-01-07,5.7208,5.8774,188150396
600004.SH,白云机场,2004-01-08,5.9015,5.8473,211684690
600004.SH,白云机场,2004-01-09,5.8473,5.763,222472801
600004.SH,白云机场,2004-01-12,5.7509,5.9436,107165698
600004.SH,白云机场,2004-01-13,5.9436,5.8894,147970210
600004.SH,白云机场,2004-01-14,5.8834,5.7148,120744581
600004.SH,白云机场,2004-01-15,5.7088,5.7268,89120549
600004.SH,白云机场,2004-01-16,5.7268,5.8172,78282705
600004.SH,白云机场,2004-01-29,5.8413,5.8714,61769587
600004.SH,白云机场,2004-01-30,5.8593,5.6486,100014336
600004.SH,白云机场,2004-02-02,5.8112,5.7509,154987937
600004.SH,白云机场,2004-02-03,5.7509,5.7389,81852079
600004.SH,白云机场,2004-02-04,5.7389,5.8955,167071474
600004.SH,白云机场,2004-02-05,5.9015,5.8413,100608609
600004.SH,白云机场,2004-02-06,5.8413,5.9677,185296296
600004.SH,白云机场,2004-02-09,5.9677,5.9978,204775333
600004.SH,白云机场,2004-02-10,6.0099,5.9015,134572166
600004.SH,白云机场,2004-02-11,6.0219,6.0219,155093179
600004.SH,白云机场,2004-02-12,6.034,5.9376,140403788
600004.SH,白云机场,2004-02-13,5.9436,5.8834,86481619
600004.SH,白云机场,2004-02-16,5.8834,5.9737,84711761
600004.SH,白云机场,2004-02-17,5.9918,6.046,148128526
600004.SH,白云机场,2004-02-18,6.052,5.9978,96844643
600004.SH,白云机场,2004-02-19,5.9918,5.8894,121963305
600004.SH,白云机场,2004-02-20,5.8955,5.9135,71927366
600004.SH,白云机场,2004-02-23,5.9135,5.6847,144739500
600004.SH,白云机场,2004-02-24,5.6606,5.7088,78463282
600004.SH,白云机场,2004-02-25,5.7088,5.5703,88015543
600004.SH,白云机场,2004-02-26,5.5763,5.5944,42063527
600004.SH,白云机场,2004-02-27,5.6004,5.6064,52577642
600004.SH,白云机场,2004-03-01,5.6124,5.6546,43542213
600004.SH,白云机场,2004-03-02,5.6546,5.7088,88875394
600004.SH,白云机场,2004-03-03,5.6666,5.5341,57585765
600004.SH,白云机场,2004-03-04,5.5101,5.5281,53865538
600004.SH,白云机场,2004-03-05,5.5402,5.498,30161811
600004.SH,白云机场,2004-03-08,5.504,5.4739,26883038
600004.SH,白云机场,2004-03-09,5.4679,5.4438,29926008
600004.SH,白云机场,2004-03-10,5.4438,5.6124,56253486
600004.SH,白云机场,2004-03-11,5.6004,5.6425,55826484
600004.SH,白云机场,2004-03-12,5.6606,5.6425,30935599
600004.SH,白云机场,2004-03-15,5.6425,5.7509,93747203
600004.SH,白云机场,2004-03-16,5.7509,5.763,77642405
600004.SH,白云机场,2004-03-17,5.781,5.757,56028611
600004.SH,白云机场,2004-03-18,5.757,5.6365,55246911
600004.SH,白云机场,2004-03-19,5.6365,5.8352,116416860
600004.SH,白云机场,2004-03-22,5.8352,5.8352,59779032
600004.SH,白云机场,2004-03-23,5.8112,5.7329,50537681
600004.SH,白云机场,2004-03-24,5.7268,5.6787,40759081
600004.SH,白云机场,2004-03-25,5.6787,5.6787,25039415
600004.SH,白云机场,2004-03-26,5.6847,5.763,53619317
600004.SH,白云机场,2004-03-29,5.7509,5.769,43706881
600004.SH,白云机场,2004-03-30,5.781,5.8112,32007981
600004.SH,白云机场,2004-03-31,5.8172,5.7931,64164007
600004.SH,白云机场,2004-04-01,5.8112,5.8955,111383900
600004.SH,白云机场,2004-04-02,5.9015,6.0099,207607417
600004.SH,白云机场,2004-04-05,6.0159,5.9798,80952289
600004.SH,白云机场,2004-04-06,5.9737,6.0219,84753479
600004.SH,白云机场,2004-04-07,6.0219,6.1966,164661542
600004.SH,白云机场,2004-04-08,6.1966,6.1785,124814708
600004.SH,白云机场,2004-04-09,6.1785,5.9497,149002375
600004.SH,白云机场,2004-04-12,5.9316,5.9316,59989622
600004.SH,白云机场,2004-04-13,5.9316,5.8714,73962063
600004.SH,白云机场,2004-04-14,5.8413,5.8473,65987638
600004.SH,白云机场,2004-04-15,5.8473,5.8112,40271846
600004.SH,白云机场,2004-04-16,5.8292,5.8774,76105660
600004.SH,白云机场,2004-04-19,5.8774,5.8593,41611554
600004.SH,白云机场,2004-04-20,5.8714,5.781,37416667
600004.SH,白云机场,2004-04-21,5.775,5.6787,60744044
600004.SH,白云机场,2004-04-22,5.6606,5.7028,40294966
600004.SH,白云机场,2004-04-23,5.6606,5.5402,66798385
600004.SH,白云机场,2004-04-26,5.5703,5.6004,33754004
600004.SH,白云机场,2004-04-27,5.5703,5.6064,31865904
600004.SH,白云机场,2004-04-28,5.5703,5.6365,27913217
600004.SH,白云机场,2004-04-29,5.6907,5.6425,54290951
600004.SH,白云机场,2004-04-30,5.6967,5.7088,41973412
600004.SH,白云机场,2004-05-10,5.7208,5.4799,60317493
600004.SH,白云机场,2004-05-11,5.4498,5.4498,27716069
600004.SH,白云机场,2004-05-12,5.4799,5.5582,27945836
600004.SH,白云机场,2004-05-13,5.5522,5.5462,13046604
600004.SH,白云机场,2004-05-14,5.5402,5.4197,29599875
600004.SH,白云机场,2004-05-17,5.4197,5.3776,37380594
600004.SH,白云机场,2004-05-18,5.3776,5.3836,33961004
600004.SH,白云机场,2004-05-19,5.3956,5.3595,20301306
600004.SH,白云机场,2004-05-20,5.3896,5.3655,13237755
600004.SH,白云机场,2004-05-21,5.3595,5.3836,19511613
600004.SH,白云机场,2004-05-24,5.4197,5.4739,17146516
600004.SH,白云机场,2004-05-25,5.4739,5.3655,25114139
600004.SH,白云机场,2004-05-26,5.3475,5.3776,18204335
600004.SH,白云机场,2004-05-27,5.3896,5.492,19971688
600004.SH,白云机场,2004-05-28,5.4799,5.4559,14857309
600004.SH,白云机场,2004-05-31,5.4559,5.4559,10763206
600004.SH,白云机场,2004-06-01,5.4679,5.5341,26260881
600004.SH,白云机场,2004-06-03,5.4619,5.3294,50176338
600004.SH,白云机场,2004-06-04,5.3053,5.1728,73401990
600004.SH,白云机场,2004-06-07,5.1307,5.1247,32744892
600004.SH,白云机场,2004-06-08,5.1247,5.1126,15733261
600004.SH,白云机场,2004-06-09,5.1126,5.0705,22875217
600004.SH,白云机场,2004-06-10,5.0584,5.0223,23787826
600004.SH,白云机场,2004-06-11,5.0464,5.0223,33657798
600004.SH,白云机场,2004-06-14,5.0102,4.9259,42866539
600004.SH,白云机场,2004-06-15,4.9259,4.9801,20991388
600004.SH,白云机场,2004-06-16,5.0102,5.0283,23859053
600004.SH,白云机场,2004-06-17,5.0042,4.8476,26352089
600004.SH,白云机场,2004-06-18,4.8175,4.7934,31105123
600004.SH,白云机场,2004-06-21,4.7934,4.8296,9161068
600004.SH,白云机场,2004-06-22,4.8476,4.9079,16081465
600004.SH,白云机场,2004-06-23,4.9079,4.8597,14283816
600004.SH,白云机场,2004-06-24,4.8597,4.8236,8031300
600004.SH,白云机场,2004-06-25,4.8175,4.8175,13337968
600004.SH,白云机场,2004-06-28,4.8175,4.8537,15070967
600004.SH,白云机场,2004-06-29,4.8778,4.9801,30691942
600004.SH,白云机场,2004-06-30,4.9681,4.9861,25990625
600004.SH,白云机场,2004-07-01,4.9861,5.1066,45115132
600004.SH,白云机场,2004-07-02,5.1126,5.1066,19204565
600004.SH,白云机场,2004-07-05,5.1066,5.0945,11429146
600004.SH,白云机场,2004-07-06,5.2029,5.1728,55899422
600004.SH,白云机场,2004-07-07,5.1608,5.1126,13915760
600004.SH,白云机场,2004-07-08,5.0945,5.1307,12992615
600004.SH,白云机场,2004-07-09,5.1427,5.1126,14658156
600004.SH,白云机场,2004-07-12,5.1066,5.0584,14555365
600004.SH,白云机场,2004-07-13,5.0462,5.1011,8426355
600004.SH,白云机场,2004-07-14,5.1194,5.2534,25182680
600004.SH,白云机场,2004-07-15,5.2778,5.357,47169966
600004.SH,白云机场,2004-07-16,5.3327,5.4119,86101413
600004.SH,白云机场,2004-07-19,5.418,5.4606,52709364
600004.SH,白云机场,2004-07-20,5.4606,5.418,42672328
600004.SH,白云机场,2004-07-21,5.418,5.3875,24152409
600004.SH,白云机场,2004-07-22,5.3875,5.3631,55353553
600004.SH,白云机场,2004-07-23,5.3509,5.5703,104478793
600004.SH,白云机场,2004-07-26,5.5582,5.4911,70236240
600004.SH,白云机场,2004-07-27,5.4728,5.485,41658303
600004.SH,白云机场,2004-07-28,5.4789,5.5399,39721805
600004.SH,白云机场,2004-07-29,5.5582,5.5338,50258007
600004.SH,白云机场,2004-07-30,5.5338,5.4241,27141424
600004.SH,白云机场,2004-08-02,5.4119,5.4241,18598289
600004.SH,白云机场,2004-08-03,5.418,5.2839,70764884
600004.SH,白云机场,2004-08-04,5.2717,5.4667,53989753
600004.SH,白云机场,2004-08-05,5.4606,5.3509,31670699
600004.SH,白云机场,2004-08-06,5.3327,5.357,22779206
600004.SH,白云机场,2004-08-09,5.357,5.4119,16273334
600004.SH,白云机场,2004-08-10,5.4119,5.4302,25828305
600004.SH,白云机场,2004-08-11,5.4241,5.3997,16175583
600004.SH,白云机场,2004-08-12,5.3327,5.3205,27990048
600004.SH,白云机场,2004-08-13,5.3083,5.3631,11667481
600004.SH,白云机场,2004-08-16,5.3753,5.2839,29796202
600004.SH,白云机场,2004-08-17,5.2961,5.3205,12126020
600004.SH,白云机场,2004-08-18,5.3205,5.3753,27686344
600004.SH,白云机场,2004-08-19,5.3631,5.4302,24284575
600004.SH,白云机场,2004-08-20,5.4302,5.4606,30588146
600004.SH,白云机场,2004-08-23,5.4058,5.3692,17682428
600004.SH,白云机场,2004-08-24,5.357,5.4546,19251742
600004.SH,白云机场,2004-08-25,5.4606,5.4363,10711139
600004.SH,白云机场,2004-08-26,5.4241,5.357,9828018
600004.SH,白云机场,2004-08-27,5.3327,5.2839,25143125
600004.SH,白云机场,2004-08-30,5.2412,5.2473,15680770
600004.SH,白云机场,2004-08-31,5.357,5.357,22424265
600004.SH,白云机场,2004-09-01,5.3388,5.2778,10753405
600004.SH,白云机场,2004-09-02,5.2656,5.2534,22147918
600004.SH,白云机场,2004-09-03,5.2534,5.1315,24889927
600004.SH,白云机场,2004-09-06,5.1255,5.1498,8726893
600004.SH,白云机场,2004-09-07,5.1255,5.1498,4968062
600004.SH,白云机场,2004-09-08,5.1437,5.0401,20455004
600004.SH,白云机场,2004-09-09,5.0158,4.967,23808475
600004.SH,白云机场,2004-09-10,4.9365,5.0097,9353516
600004.SH,白云机场,2004-09-13,4.9731,4.9487,18363334
600004.SH,白云机场,2004-09-14,4.9853,5.0523,25658605
600004.SH,白云机场,2004-09-15,5.0584,5.223,56306107
600004.SH,白云机场,2004-09-16,5.2595,5.2412,25347200
600004.SH,白云机场,2004-09-17,5.2473,5.418,57437840
600004.SH,白云机场,2004-09-20,5.4424,5.5277,87427446
600004.SH,白云机场,2004-09-21,5.546,5.4667,60667964
600004.SH,白云机场,2004-09-22,5.4424,5.3266,57091309
600004.SH,白云机场,2004-09-23,5.3388,5.5764,56641619
600004.SH,白云机场,2004-09-24,5.6374,5.4911,177912313
600004.SH,白云机场,2004-09-27,5.6008,5.5155,51204468
600004.SH,白云机场,2004-09-28,5.5216,5.6922,91667433
600004.SH,白云机场,2004-09-29,5.6983,5.5947,46935028
600004.SH,白云机场,2004-09-30,5.5764,5.613,48572680
600004.SH,白云机场,2004-10-08,5.6191,5.7654,54949027
600004.SH,白云机场,2004-10-11,5.7654,5.7593,71305327
600004.SH,白云机场,2004-10-12,5.6983,5.5094,88891338
600004.SH,白云机场,2004-10-13,5.4789,5.5216,40767732
600004.SH,白云机场,2004-10-14,5.5216,5.2961,38130897
600004.SH,白云机场,2004-10-15,5.2717,5.3327,32894766
600004.SH,白云机场,2004-10-18,5.3631,5.357,23619561
600004.SH,白云机场,2004-10-19,5.3692,5.4119,40417932
600004.SH,白云机场,2004-10-20,5.4119,5.4728,33342347
600004.SH,白云机场,2004-10-21,5.4728,5.5825,89558862
600004.SH,白云机场,2004-10-22,5.6374,5.7288,122220725
600004.SH,白云机场,2004-10-25,5.7288,5.6861,87482522
600004.SH,白云机场,2004-10-26,5.6679,5.9116,145499027
600004.SH,白云机场,2004-10-27,5.8994,5.9055,152251673
600004.SH,白云机场,2004-10-28,5.9055,5.8019,98816721
600004.SH,白云机场,2004-10-29,5.7654,5.741,95643045
600004.SH,白云机场,2004-11-01,5.7166,5.6069,51546554
600004.SH,白云机场,2004-11-02,5.5764,5.613,43487883
600004.SH,白云机场,2004-11-03,5.6374,5.7958,63435754
600004.SH,白云机场,2004-11-04,5.8202,5.5764,51108326
600004.SH,白云机场,2004-11-05,5.6374,5.6496,25760563
600004.SH,白云机场,2004-11-08,5.6069,5.674,24768760
600004.SH,白云机场,2004-11-09,5.6374,5.613,25494645
600004.SH,白云机场,2004-11-10,5.6252,5.808,92503786
600004.SH,白云机场,2004-11-11,5.808,5.8141,76442225
600004.SH,白云机场,2004-11-12,5.808,5.9116,81580840
600004.SH,白云机场,2004-11-15,5.9238,5.936,37730343
600004.SH,白云机场,2004-11-16,5.9421,5.8324,51528484
600004.SH,白云机场,2004-11-17,5.8385,5.8324,38295273
600004.SH,白云机场,2004-11-18,5.8385,5.8994,37421000
600004.SH,白云机场,2004-11-19,5.8994,5.8385,50030415
600004.SH,白云机场,2004-11-22,5.8202,5.7593,41149893
600004.SH,白云机场,2004-11-23,5.741,5.7288,44790329
600004.SH,白云机场,2004-11-24,5.7349,5.7532,21305474
600004.SH,白云机场,2004-11-25,5.7593,5.7837,25079134
600004.SH,白云机场,2004-11-26,5.7897,5.7044,37777648
600004.SH,白云机场,2004-11-29,5.6983,5.6496,21332279
600004.SH,白云机场,2004-11-30,5.6069,5.6191,13435888
600004.SH,白云机场,2004-12-01,5.6252,5.613,8611390
600004.SH,白云机场,2004-12-02,5.6191,5.5216,34656349
600004.SH,白云机场,2004-12-03,5.5155,5.5277,16755062
600004.SH,白云机场,2004-12-06,5.546,5.5338,23081532
600004.SH,白云机场,2004-12-07,5.5338,5.4911,13100066
600004.SH,白云机场,2004-12-08,5.5399,5.4911,10348351
600004.SH,白云机场,2004-12-09,5.5033,5.5521,26200673
600004.SH,白云机场,2004-12-10,5.5582,5.4424,22378061
600004.SH,白云机场,2004-12-13,5.4241,5.357,20782554
600004.SH,白云机场,2004-12-14,5.3388,5.3327,15865104
600004.SH,白云机场,2004-12-15,5.3388,5.418,17825953
600004.SH,白云机场,2004-12-16,5.418,5.418,13184835
600004.SH,白云机场,2004-12-17,5.4241,5.3509,10224155
600004.SH,白云机场,2004-12-20,5.3144,5.1864,25610603
600004.SH,白云机场,2004-12-21,5.1803,5.1376,15759710
600004.SH,白云机场,2004-12-22,5.1376,5.2778,24956059
600004.SH,白云机场,2004-12-23,5.2961,5.1255,35207268
600004.SH,白云机场,2004-12-24,5.1255,5.2108,10808406
600004.SH,白云机场,2004-12-27,5.2108,5.2412,14284711
600004.SH,白云机场,2004-12-28,5.2778,5.3083,21716635
600004.SH,白云机场,2004-12-29,5.3083,5.2961,17280284
600004.SH,白云机场,2004-12-30,5.2839,5.2778,15287030
600004.SH,白云机场,2004-12-31,5.2839,5.2778,17806999
600004.SH,白云机场,2005-01-04,5.2169,5.2047,20728330
600004.SH,白云机场,2005-01-05,5.2047,5.2961,12969407
600004.SH,白云机场,2005-01-06,5.3022,5.3083,29118085
600004.SH,白云机场,2005-01-07,5.3083,5.4058,36353317
600004.SH,白云机场,2005-01-10,5.4058,5.4302,15893640
600004.SH,白云机场,2005-01-11,5.4241,5.3997,18314374
600004.SH,白云机场,2005-01-12,5.3692,5.3997,11190468
600004.SH,白云机场,2005-01-13,5.3631,5.3814,5729012
600004.SH,白云机场,2005-01-14,5.3692,5.3144,8887312
600004.SH,白云机场,2005-01-17,5.2717,5.223,15955164
600004.SH,白云机场,2005-01-18,5.2108,5.162,28606583
600004.SH,白云机场,2005-01-19,5.1559,5.0706,17948317
600004.SH,白云机场,2005-01-20,5.0462,5.0523,15900774
600004.SH,白云机场,2005-01-21,5.0462,5.1986,36180199
600004.SH,白云机场,2005-01-24,5.3449,5.2534,21654891
600004.SH,白云机场,2005-01-25,5.2534,5.3631,32222707
600004.SH,白云机场,2005-01-26,5.357,5.3022,17242804
600004.SH,白云机场,2005-01-27,5.2352,5.1864,19766133
600004.SH,白云机场,2005-01-28,5.1742,5.1194,13733939
600004.SH,白云机场,2005-01-31,5.095,5.1315,10874644
600004.SH,白云机场,2005-02-01,5.1194,5.1803,10824591
600004.SH,白云机场,2005-02-02,5.1803,5.3631,49109493
600004.SH,白云机场,2005-02-03,5.3631,5.3083,30750619
600004.SH,白云机场,2005-02-04,5.3083,5.4667,49395861
600004.SH,白云机场,2005-02-16,5.4972,5.4119,27836447
600004.SH,白云机场,2005-02-17,5.4119,5.3936,12067508
600004.SH,白云机场,2005-02-18,5.3936,5.3753,9816138
600004.SH,白云机场,2005-02-21,5.3753,5.4606,18204425
600004.SH,白云机场,2005-02-22,5.4728,5.5155,39567770
600004.SH,白云机场,2005-02-23,5.5155,5.4241,39777814
600004.SH,白云机场,2005-02-24,5.418,5.4363,17748703
600004.SH,白云机场,2005-02-25,5.4302,5.4667,36737541
